panel,input_parameter,input_value,beta1,beta2,classical_bias,quantum_bias,classical_value,quantum_value,gap,classical_oracle_value,classical_oracle_abs_error,deterministic_strategy_count
a,p,0.07,0.3,0.3,0.9120799999999999,0.9120799999999999,0.95604,0.95604,0.0,0.9560399999999999,1.1102230246251565e-16,16
a,p,0.08,0.3,0.3,0.89888,0.89888,0.9494400000000001,0.9494400000000001,0.0,0.9494400000000001,0.0,16
a,p,0.09,0.3,0.3,0.8855200000000001,0.8855200000000001,0.94276,0.94276,0.0,0.94276,0.0,16
a,p,0.1,0.3,0.3,0.8720000000000001,0.8720000000000001,0.936,0.936,0.0,0.9359999999999999,1.1102230246251565e-16,16
a,p,0.11,0.3,0.3,0.85832,0.8583200000000001,0.92916,0.92916,0.0,0.92916,0.0,16
a,p,0.12,0.3,0.3,0.84448,0.84448,0.92224,0.92224,0.0,0.92224,0.0,16
a,p,0.13,0.3,0.3,0.83048,0.8304800000000001,0.91524,0.91524,0.0,0.9152399999999999,1.1102230246251565e-16,16
a,p,0.14,0.3,0.3,0.8163199999999999,0.8163199999999999,0.90816,0.90816,0.0,0.90816,0.0,16
a,p,0.15,0.3,0.3,0.8019999999999999,0.8019999999999998,0.901,0.9009999999999999,-1.1102230246251565e-16,0.901,0.0,16
a,p,0.16,0.3,0.3,0.7875199999999999,0.7875199999999999,0.8937599999999999,0.8937599999999999,0.0,0.8937599999999998,1.1102230246251565e-16,16
a,p,0.17,0.3,0.3,0.7728799999999999,0.7730942597122293,0.8864399999999999,0.8865471298561147,0.00010712985611482928,0.88644,1.1102230246251565e-16,16
a,p,0.18,0.3,0.3,0.7580800000000001,0.7590928312136799,0.87904,0.87954641560684,0.0005064156068399495,0.87904,0.0,16
a,p,0.19,0.3,0.3,0.7431200000000001,0.7455222158997008,0.8715600000000001,0.8727611079498504,0.0012011079498502886,0.8715600000000001,0.0,16
a,p,0.2,0.3,0.3,0.7280000000000001,0.7323824137702927,0.8640000000000001,0.8661912068851463,0.0021912068851461797,0.8640000000000001,0.0,16
a,p,0.21,0.3,0.3,0.7127200000000001,0.7196734248254552,0.85636,0.8598367124127275,0.0034767124127275117,0.85636,0.0,16
a,p,0.22,0.3,0.3,0.69728,0.7073952490651885,0.8486400000000001,0.8536976245325942,0.005057624532594174,0.8486400000000001,0.0,16
a,p,0.23,0.3,0.3,0.68168,0.6955478864894925,0.84084,0.8477739432447462,0.006933943244746166,0.84084,0.0,16
a,p,0.24,0.3,0.3,0.66592,0.6841313370983675,0.8329599999999999,0.8420656685491837,0.00910566854918382,0.83296,1.1102230246251565e-16,16
a,p,0.25,0.3,0.3,0.65,0.6731456008918131,0.825,0.8365728004459065,0.011572800445906584,0.825,0.0,16
a,p,0.26,0.3,0.3,0.6339199999999999,0.6625906778698294,0.8169599999999999,0.8312953389349147,0.014335338934914788,0.81696,1.1102230246251565e-16,16
a,p,0.27,0.3,0.3,0.6176799999999999,0.6524665680324164,0.80884,0.8262332840162082,0.01739328401620821,0.8088399999999998,2.220446049250313e-16,16
a,p,0.28,0.3,0.3,0.6012799999999999,0.6427732713795744,0.80064,0.8213866356897872,0.020746635689787185,0.80064,0.0,16
a,p,0.29,0.3,0.3,0.5882,0.6335107879113031,0.7941,0.8167553939556516,0.022655393955651526,0.7940999999999999,1.1102230246251565e-16,16
a,p,0.3,0.3,0.3,0.58,0.6246791176276023,0.79,0.8123395588138012,0.02233955881380112,0.7899999999999999,1.1102230246251565e-16,16
a,p,0.31,0.3,0.3,0.5721999999999999,0.6162782605284727,0.7861,0.8081391302642363,0.022039130264236317,0.7860999999999999,1.1102230246251565e-16,16
a,p,0.32,0.3,0.3,0.5648,0.6083082166139135,0.7824,0.8041541083069568,0.021754108306956788,0.7824,0.0,16
a,p,0.33,0.3,0.3,0.5578,0.6007689858839251,0.7788999999999999,0.8003844929419626,0.02148449294196264,0.7788999999999999,0.0,16
a,p,0.34,0.3,0.3,0.5511999999999999,0.5936605683385077,0.7756,0.7968302841692538,0.021230284169253877,0.7756,0.0,16
a,p,0.35,0.3,0.3,0.545,0.5869829639776609,0.7725,0.7934914819888305,0.020991481988830496,0.7725,0.0,16
a,p,0.36,0.3,0.3,0.5392,0.5807361728013849,0.7696000000000001,0.7903680864006924,0.020768086400692387,0.7696000000000001,0.0,16
a,p,0.37,0.3,0.3,0.5338,0.5749201948096796,0.7669,0.7874600974048398,0.020560097404839772,0.7669000000000001,1.1102230246251565e-16,16
a,p,0.38,0.3,0.3,0.5288,0.5695350300025452,0.7644,0.7847675150012726,0.02036751500127265,0.7644,0.0,16
a,p,0.39,0.3,0.3,0.5242,0.5645806783799814,0.7621,0.7822903391899907,0.02019033918999069,0.7621,0.0,16
a,p,0.4,0.3,0.3,0.52,0.5600571399419885,0.76,0.7800285699709942,0.020028569970994226,0.76,0.0,16
a,p,0.41,0.3,0.3,0.5162,0.5559644146885663,0.7581,0.7779822073442831,0.019882207344283143,0.7581,0.0,16
a,p,0.42,0.3,0.3,0.5128,0.5523025026197148,0.7564,0.7761512513098574,0.019751251309857443,0.7564000000000001,1.1102230246251565e-16,16
a,p,0.43,0.3,0.3,0.5098,0.5490714037354341,0.7549,0.774535701867717,0.019635701867717015,0.7549,0.0,16
a,p,0.44,0.3,0.3,0.5072000000000001,0.5462711180357241,0.7536,0.7731355590178621,0.01953555901786208,0.7536,0.0,16
a,p,0.45,0.3,0.3,0.5050000000000001,0.543901645520585,0.7525000000000001,0.7719508227602925,0.01945082276029242,0.7525000000000001,0.0,16
a,p,0.46,0.3,0.3,0.5032000000000001,0.5419629861900165,0.7516,0.7709814930950083,0.01938149309500825,0.7516,0.0,16
a,p,0.47,0.3,0.3,0.5018,0.5404551400440188,0.7509,0.7702275700220094,0.019327570022009355,0.7509,0.0,16
a,p,0.48,0.3,0.3,0.5008,0.5393781070825919,0.7504,0.7696890535412959,0.019289053541295953,0.7504,0.0,16
a,p,0.49,0.3,0.3,0.5002,0.5387318873057358,0.7501,0.7693659436528679,0.019265943652867934,0.7501,0.0,16
a,p,0.5,0.3,0.3,0.5,0.5385164807134504,0.75,0.7692582403567252,0.019258240356725187,0.75,0.0,16
a,p,0.51,0.3,0.3,0.5002,0.5387318873057358,0.7501,0.7693659436528679,0.019265943652867934,0.7501,0.0,16
a,p,0.52,0.3,0.3,0.5008,0.5393781070825919,0.7504,0.7696890535412959,0.019289053541295953,0.7504,0.0,16
a,p,0.53,0.3,0.3,0.5018,0.5404551400440188,0.7509,0.7702275700220094,0.019327570022009355,0.7509,0.0,16
a,p,0.54,0.3,0.3,0.5032,0.5419629861900165,0.7516,0.7709814930950083,0.01938149309500825,0.7516,0.0,16
a,p,0.55,0.3,0.3,0.505,0.543901645520585,0.7525,0.7719508227602925,0.01945082276029253,0.7525,0.0,16
a,p,0.56,0.3,0.3,0.5072,0.546271118035724,0.7536,0.773135559017862,0.01953555901786197,0.7536,0.0,16
a,p,0.57,0.3,0.3,0.5098,0.5490714037354341,0.7549,0.774535701867717,0.019635701867717015,0.7549,0.0,16
a,p,0.58,0.3,0.3,0.5128,0.5523025026197147,0.7564,0.7761512513098574,0.019751251309857443,0.7564,0.0,16
a,p,0.59,0.3,0.3,0.5162,0.5559644146885662,0.7581,0.777982207344283,0.01988220734428303,0.7581,0.0,16
a,p,0.6,0.3,0.3,0.52,0.5600571399419885,0.76,0.7800285699709942,0.020028569970994226,0.76,0.0,16
a,p,0.61,0.3,0.3,0.5242,0.5645806783799814,0.7621,0.7822903391899907,0.02019033918999069,0.7621,0.0,16
a,p,0.62,0.3,0.3,0.5288,0.5695350300025452,0.7644,0.7847675150012726,0.02036751500127265,0.7644,0.0,16
a,p,0.63,0.3,0.3,0.5338,0.5749201948096796,0.7669,0.7874600974048398,0.020560097404839772,0.7669,0.0,16
a,p,0.64,0.3,0.3,0.5392,0.5807361728013849,0.7696000000000001,0.7903680864006924,0.020768086400692387,0.7696000000000001,0.0,16
a,p,0.65,0.3,0.3,0.545,0.5869829639776609,0.7725,0.7934914819888305,0.020991481988830496,0.7725,0.0,16
a,p,0.66,0.3,0.3,0.5512,0.5936605683385078,0.7756000000000001,0.7968302841692538,0.021230284169253766,0.7756000000000001,0.0,16
a,p,0.67,0.3,0.3,0.5578000000000001,0.6007689858839254,0.7789,0.8003844929419627,0.02148449294196264,0.7789,0.0,16
a,p,0.68,0.3,0.3,0.5648000000000001,0.6083082166139135,0.7824,0.8041541083069568,0.021754108306956788,0.7824,0.0,16
a,p,0.69,0.3,0.3,0.5721999999999999,0.6162782605284727,0.7861,0.8081391302642363,0.022039130264236317,0.7861,0.0,16
a,p,0.7,0.3,0.3,0.58,0.6246791176276025,0.79,0.8123395588138013,0.02233955881380123,0.79,0.0,16
a,p,0.71,0.3,0.3,0.5882000000000001,0.6335107879113031,0.7941,0.8167553939556516,0.022655393955651526,0.7941,0.0,16
a,p,0.72,0.3,0.3,0.6012799999999999,0.6427732713795744,0.80064,0.8213866356897872,0.020746635689787185,0.80064,0.0,16
a,p,0.73,0.3,0.3,0.6176799999999999,0.6524665680324164,0.80884,0.8262332840162082,0.01739328401620821,0.8088399999999999,1.1102230246251565e-16,16
a,p,0.74,0.3,0.3,0.6339199999999999,0.6625906778698294,0.8169599999999999,0.8312953389349147,0.014335338934914788,0.8169599999999999,0.0,16
a,p,0.75,0.3,0.3,0.65,0.6731456008918131,0.825,0.8365728004459065,0.011572800445906584,0.825,0.0,16
a,p,0.76,0.3,0.3,0.66592,0.6841313370983674,0.8329599999999999,0.8420656685491836,0.00910566854918371,0.8329599999999999,0.0,16
a,p,0.77,0.3,0.3,0.68168,0.6955478864894925,0.84084,0.8477739432447462,0.006933943244746166,0.8408399999999999,1.1102230246251565e-16,16
a,p,0.78,0.3,0.3,0.69728,0.7073952490651885,0.8486400000000001,0.8536976245325942,0.005057624532594174,0.8486400000000001,0.0,16
a,p,0.79,0.3,0.3,0.7127200000000001,0.7196734248254552,0.85636,0.8598367124127275,0.0034767124127275117,0.85636,0.0,16
a,p,0.8,0.3,0.3,0.7280000000000001,0.7323824137702927,0.8640000000000001,0.8661912068851463,0.0021912068851461797,0.8640000000000001,0.0,16
a,p,0.81,0.3,0.3,0.7431200000000001,0.7455222158997008,0.8715600000000001,0.8727611079498504,0.0012011079498502886,0.8715600000000001,0.0,16
a,p,0.82,0.3,0.3,0.7580799999999999,0.7590928312136797,0.8790399999999999,0.8795464156068398,0.0005064156068398384,0.8790399999999999,0.0,16
a,p,0.83,0.3,0.3,0.77288,0.7730942597122294,0.88644,0.8865471298561147,0.00010712985611471826,0.88644,0.0,16
a,p,0.84,0.3,0.3,0.7875199999999999,0.7875199999999999,0.8937599999999999,0.8937599999999999,0.0,0.8937599999999999,0.0,16
a,p,0.85,0.3,0.3,0.8019999999999999,0.8019999999999999,0.901,0.901,0.0,0.9009999999999999,1.1102230246251565e-16,16
a,p,0.86,0.3,0.3,0.8163199999999999,0.8163199999999999,0.90816,0.90816,0.0,0.9081599999999999,1.1102230246251565e-16,16
a,p,0.87,0.3,0.3,0.83048,0.8304800000000001,0.91524,0.91524,0.0,0.91524,0.0,16
a,p,0.88,0.3,0.3,0.84448,0.84448,0.92224,0.92224,0.0,0.92224,0.0,16
a,p,0.89,0.3,0.3,0.85832,0.8583200000000001,0.92916,0.92916,0.0,0.92916,0.0,16
a,p,0.9,0.3,0.3,0.872,0.8720000000000001,0.9359999999999999,0.936,1.1102230246251565e-16,0.936,1.1102230246251565e-16,16
a,p,0.91,0.3,0.3,0.8855200000000001,0.8855200000000001,0.94276,0.94276,0.0,0.94276,0.0,16
a,p,0.92,0.3,0.3,0.89888,0.8988800000000001,0.9494400000000001,0.9494400000000001,0.0,0.94944,1.1102230246251565e-16,16
a,p,0.93,0.3,0.3,0.9120800000000001,0.9120800000000002,0.95604,0.9560400000000001,1.1102230246251565e-16,0.95604,0.0,16
a,p,0.94,0.3,0.3,0.9251199999999999,0.9251199999999999,0.96256,0.96256,0.0,0.96256,0.0,16
a,p,0.95,0.3,0.3,0.938,0.9380000000000001,0.969,0.9690000000000001,1.1102230246251565e-16,0.9690000000000001,1.1102230246251565e-16,16
a,p,0.96,0.3,0.3,0.95072,0.95072,0.97536,0.97536,0.0,0.97536,0.0,16
a,p,0.97,0.3,0.3,0.96328,0.9632799999999999,0.9816400000000001,0.98164,-1.1102230246251565e-16,0.98164,1.1102230246251565e-16,16
a,p,0.98,0.3,0.3,0.9756799999999999,0.9756799999999999,0.9878399999999999,0.9878399999999999,0.0,0.9878399999999999,0.0,16
a,p,0.99,0.3,0.3,0.98792,0.9879199999999999,0.99396,0.99396,0.0,0.99396,0.0,16
a,p,1.0,0.3,0.3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.0,0.31,0.31,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.01,0.31,0.31,0.987524,0.987524,0.993762,0.993762,0.0,0.993762,0.0,16
a,p,0.02,0.31,0.31,0.9748959999999999,0.974896,0.9874479999999999,0.987448,1.1102230246251565e-16,0.9874479999999999,0.0,16
a,p,0.03,0.31,0.31,0.962116,0.962116,0.981058,0.981058,0.0,0.9810579999999999,1.1102230246251565e-16,16
a,p,0.04,0.31,0.31,0.9491839999999999,0.949184,0.9745919999999999,0.974592,1.1102230246251565e-16,0.9745919999999999,0.0,16
a,p,0.05,0.31,0.31,0.9360999999999999,0.9361,0.96805,0.9680500000000001,1.1102230246251565e-16,0.96805,0.0,16
a,p,0.06,0.31,0.31,0.9228639999999999,0.9228639999999999,0.961432,0.961432,0.0,0.9614319999999998,1.1102230246251565e-16,16
a,p,0.07,0.31,0.31,0.9094759999999998,0.909476,0.9547379999999999,0.954738,1.1102230246251565e-16,0.954738,1.1102230246251565e-16,16
a,p,0.08,0.31,0.31,0.8959360000000001,0.8959360000000001,0.947968,0.947968,0.0,0.9479679999999999,1.1102230246251565e-16,16
a,p,0.09,0.31,0.31,0.882244,0.8822440000000001,0.941122,0.941122,0.0,0.941122,0.0,16
a,p,0.1,0.31,0.31,0.8684000000000001,0.8684000000000001,0.9342,0.9342,0.0,0.9342000000000001,1.1102230246251565e-16,16
a,p,0.11,0.31,0.31,0.854404,0.854404,0.9272020000000001,0.9272020000000001,0.0,0.9272020000000001,0.0,16
a,p,0.12,0.31,0.31,0.840256,0.840256,0.9201280000000001,0.9201280000000001,0.0,0.9201280000000001,0.0,16
a,p,0.13,0.31,0.31,0.825956,0.8259560000000001,0.9129780000000001,0.9129780000000001,0.0,0.912978,1.1102230246251565e-16,16
a,p,0.14,0.31,0.31,0.8115039999999999,0.8115039999999999,0.9057519999999999,0.9057519999999999,0.0,0.905752,1.1102230246251565e-16,16
a,p,0.15,0.31,0.31,0.7968999999999999,0.7968999999999999,0.89845,0.89845,0.0,0.89845,0.0,16
a,p,0.16,0.31,0.31,0.7821439999999998,0.782213140222024,0.8910719999999999,0.891106570111012,3.457011101215546e-05,0.8910719999999999,0.0,16
a,p,0.17,0.31,0.31,0.7672359999999999,0.7678782714050449,0.883618,0.8839391357025225,0.00032113570252245704,0.8836179999999999,1.1102230246251565e-16,16
a,p,0.18,0.31,0.31,0.7521760000000001,0.753971309119916,0.876088,0.876985654559958,0.0008976545599580499,0.8760880000000002,2.220446049250313e-16,16
a,p,0.19,0.31,0.31,0.7369640000000001,0.7404922533666374,0.868482,0.8702461266833187,0.001764126683318712,0.8684820000000002,2.220446049250313e-16,16
a,p,0.2,0.31,0.31,0.7216000000000001,0.7274411041452087,0.8608,0.8637205520726043,0.002920552072604332,0.8608000000000002,2.220446049250313e-16,16
a,p,0.21,0.31,0.31,0.706084,0.7148178614556299,0.8530420000000001,0.857408930727815,0.0043669307278149105,0.8530420000000001,0.0,16
a,p,0.22,0.31,0.31,0.690416,0.7026225252979014,0.845208,0.8513112626489507,0.00610326264895078,0.845208,0.0,16
a,p,0.23,0.31,0.31,0.674596,0.6908550956720229,0.837298,0.8454275478360114,0.008129547836011386,0.8372979999999999,1.1102230246251565e-16,16
a,p,0.24,0.31,0.31,0.658624,0.6795155725779948,0.829312,0.8397577862889973,0.010445786288997283,0.8293119999999999,1.1102230246251565e-16,16
a,p,0.25,0.31,0.31,0.6425,0.6686039560158167,0.82125,0.8343019780079084,0.01305197800790836,0.82125,0.0,16
a,p,0.26,0.31,0.31,0.626224,0.6581202459854886,0.8131120000000001,0.8290601229927443,0.015948122992744285,0.813112,1.1102230246251565e-16,16
a,p,0.27,0.31,0.31,0.6097959999999999,0.6480644424870107,0.8048979999999999,0.8240322212435054,0.0191342212435055,0.8048979999999999,0.0,16
a,p,0.28,0.31,0.31,0.5968,0.6384365455203829,0.7984,0.8192182727601914,0.020818272760191436,0.7984,0.0,16
a,p,0.29,0.31,0.31,0.5882,0.6292365550856052,0.7941,0.8146182775428026,0.020518277542802554,0.7940999999999999,1.1102230246251565e-16,16
a,p,0.3,0.31,0.31,0.58,0.6204644711826777,0.79,0.8102322355913388,0.0202322355913388,0.7899999999999999,1.1102230246251565e-16,16
a,p,0.31,0.31,0.31,0.5721999999999999,0.6121202938116004,0.7861,0.8060601469058002,0.01996014690580017,0.7860999999999999,1.1102230246251565e-16,16
a,p,0.32,0.31,0.31,0.5648,0.6042040229723731,0.7824,0.8021020114861865,0.019702011486186555,0.7823999999999999,1.1102230246251565e-16,16
a,p,0.33,0.31,0.31,0.5578,0.5967156586649959,0.7788999999999999,0.798357829332498,0.019457829332498067,0.7788999999999999,0.0,16
a,p,0.34,0.31,0.31,0.5511999999999999,0.5896552008894689,0.7756,0.7948276004447344,0.019227600444734483,0.7755999999999998,1.1102230246251565e-16,16
a,p,0.35,0.31,0.31,0.545,0.5830226496457921,0.7725,0.791511324822896,0.019011324822896025,0.7725,0.0,16
a,p,0.36,0.31,0.31,0.5392,0.5768180049339653,0.7696000000000001,0.7884090024669826,0.018809002466982583,0.7696000000000001,0.0,16
a,p,0.37,0.31,0.31,0.5338,0.5710412667539886,0.7669,0.7855206333769943,0.018620633376994267,0.7669,0.0,16
a,p,0.38,0.31,0.31,0.5288,0.5656924351058621,0.7644,0.782846217552931,0.018446217552931077,0.7644,0.0,16
a,p,0.39,0.31,0.31,0.5242,0.5607715099895857,0.7621,0.7803857549947928,0.01828575499479279,0.7621,0.0,16
a,p,0.4,0.31,0.31,0.52,0.5562784914051595,0.76,0.7781392457025798,0.018139245702579743,0.76,0.0,16
a,p,0.41,0.31,0.31,0.5162,0.5522133793525832,0.7581,0.7761066896762916,0.0180066896762916,0.7581,0.0,16
a,p,0.42,0.31,0.31,0.5128,0.5485761738318573,0.7564,0.7742880869159287,0.01788808691592869,0.7564000000000001,1.1102230246251565e-16,16
a,p,0.43,0.31,0.31,0.5098,0.5453668748429813,0.7549,0.7726834374214906,0.017783437421490578,0.7549,0.0,16
a,p,0.44,0.31,0.31,0.5072000000000001,0.5425854823859555,0.7536,0.7712927411929777,0.0176927411929777,0.7536,0.0,16
a,p,0.45,0.31,0.31,0.5050000000000001,0.5402319964607799,0.7525000000000001,0.77011599823039,0.01761599823038995,0.7525000000000001,0.0,16
a,p,0.46,0.31,0.31,0.5032000000000001,0.5383064170674543,0.7516,0.7691532085337272,0.017553208533727105,0.7516,0.0,16
a,p,0.47,0.31,0.31,0.5018,0.5368087442059788,0.7509,0.7684043721029894,0.017504372102989385,0.7509,0.0,16
a,p,0.48,0.31,0.31,0.5008,0.5357389778763535,0.7504,0.7678694889381767,0.01746948893817679,0.7504,0.0,16
a,p,0.49,0.31,0.31,0.5002,0.5350971180785782,0.7501,0.7675485590392891,0.017448559039289102,0.7501,0.0,16
a,p,0.5,0.31,0.31,0.5,0.5348831648126533,0.75,0.7674415824063267,0.01744158240632665,0.75,0.0,16
a,p,0.51,0.31,0.31,0.5002,0.5350971180785782,0.7501,0.7675485590392891,0.017448559039289102,0.7501,0.0,16
a,p,0.52,0.31,0.31,0.5008,0.5357389778763535,0.7504,0.7678694889381767,0.01746948893817679,0.7504,0.0,16
a,p,0.53,0.31,0.31,0.5018,0.5368087442059788,0.7509,0.7684043721029894,0.017504372102989385,0.7509,0.0,16
a,p,0.54,0.31,0.31,0.5032,0.5383064170674543,0.7516,0.7691532085337272,0.017553208533727105,0.7516,0.0,16
a,p,0.55,0.31,0.31,0.505,0.5402319964607798,0.7525,0.7701159982303899,0.01761599823038995,0.7525,0.0,16
a,p,0.56,0.31,0.31,0.5072,0.5425854823859555,0.7536,0.7712927411929777,0.0176927411929777,0.7536,0.0,16
a,p,0.57,0.31,0.31,0.5098,0.5453668748429813,0.7549,0.7726834374214906,0.017783437421490578,0.7549,0.0,16
a,p,0.58,0.31,0.31,0.5128,0.5485761738318572,0.7564,0.7742880869159285,0.01788808691592858,0.7564,0.0,16
a,p,0.59,0.31,0.31,0.5162,0.5522133793525832,0.7581,0.7761066896762916,0.0180066896762916,0.7581,0.0,16
a,p,0.6,0.31,0.31,0.52,0.5562784914051594,0.76,0.7781392457025798,0.018139245702579743,0.76,0.0,16
a,p,0.61,0.31,0.31,0.5242,0.5607715099895857,0.7621,0.7803857549947928,0.01828575499479279,0.7621,0.0,16
a,p,0.62,0.31,0.31,0.5288,0.5656924351058621,0.7644,0.782846217552931,0.018446217552931077,0.7644,0.0,16
a,p,0.63,0.31,0.31,0.5338,0.5710412667539886,0.7669,0.7855206333769943,0.018620633376994267,0.7669,0.0,16
a,p,0.64,0.31,0.31,0.5392,0.5768180049339653,0.7696000000000001,0.7884090024669826,0.018809002466982583,0.7696000000000001,0.0,16
a,p,0.65,0.31,0.31,0.545,0.5830226496457921,0.7725,0.791511324822896,0.019011324822896025,0.7725,0.0,16
a,p,0.66,0.31,0.31,0.5512,0.589655200889469,0.7756000000000001,0.7948276004447345,0.019227600444734483,0.7756000000000001,0.0,16
a,p,0.67,0.31,0.31,0.5578000000000001,0.596715658664996,0.7789,0.798357829332498,0.019457829332497956,0.7789,0.0,16
a,p,0.68,0.31,0.31,0.5648000000000001,0.6042040229723732,0.7824,0.8021020114861865,0.019702011486186555,0.7824,0.0,16
a,p,0.69,0.31,0.31,0.5721999999999999,0.6121202938116004,0.7861,0.8060601469058002,0.01996014690580017,0.7861,0.0,16
a,p,0.7,0.31,0.31,0.58,0.6204644711826777,0.79,0.8102322355913388,0.0202322355913388,0.79,0.0,16
a,p,0.71,0.31,0.31,0.5882000000000001,0.6292365550856054,0.7941,0.8146182775428027,0.020518277542802665,0.7941,0.0,16
a,p,0.72,0.31,0.31,0.5968,0.6384365455203829,0.7984,0.8192182727601914,0.020818272760191436,0.7984,0.0,16
a,p,0.73,0.31,0.31,0.6097959999999999,0.6480644424870107,0.8048979999999999,0.8240322212435054,0.0191342212435055,0.8048979999999999,0.0,16
a,p,0.74,0.31,0.31,0.626224,0.6581202459854885,0.8131120000000001,0.8290601229927442,0.015948122992744174,0.8131120000000001,0.0,16
a,p,0.75,0.31,0.31,0.6425,0.6686039560158167,0.82125,0.8343019780079084,0.01305197800790836,0.82125,0.0,16
a,p,0.76,0.31,0.31,0.658624,0.6795155725779948,0.829312,0.8397577862889973,0.010445786288997283,0.829312,0.0,16
a,p,0.77,0.31,0.31,0.674596,0.6908550956720229,0.837298,0.8454275478360114,0.008129547836011386,0.8372979999999999,1.1102230246251565e-16,16
a,p,0.78,0.31,0.31,0.690416,0.7026225252979014,0.845208,0.8513112626489507,0.00610326264895078,0.845208,0.0,16
a,p,0.79,0.31,0.31,0.706084,0.7148178614556299,0.8530420000000001,0.857408930727815,0.0043669307278149105,0.8530420000000001,0.0,16
a,p,0.8,0.31,0.31,0.7216000000000001,0.7274411041452086,0.8608,0.8637205520726043,0.002920552072604332,0.8608,0.0,16
a,p,0.81,0.31,0.31,0.7369640000000001,0.7404922533666373,0.868482,0.8702461266833186,0.001764126683318601,0.8684820000000001,1.1102230246251565e-16,16
a,p,0.82,0.31,0.31,0.7521759999999998,0.7539713091199159,0.876088,0.8769856545599579,0.0008976545599579389,0.876088,0.0,16
a,p,0.83,0.31,0.31,0.7672359999999999,0.7678782714050449,0.883618,0.8839391357025225,0.00032113570252245704,0.883618,0.0,16
a,p,0.84,0.31,0.31,0.7821439999999998,0.782213140222024,0.8910719999999999,0.891106570111012,3.457011101215546e-05,0.8910719999999999,0.0,16
a,p,0.85,0.31,0.31,0.7968999999999999,0.7968999999999999,0.89845,0.89845,0.0,0.89845,0.0,16
a,p,0.86,0.31,0.31,0.8115039999999999,0.8115039999999999,0.9057519999999999,0.9057519999999999,0.0,0.9057519999999999,0.0,16
a,p,0.87,0.31,0.31,0.825956,0.8259560000000001,0.9129780000000001,0.9129780000000001,0.0,0.9129780000000001,0.0,16
a,p,0.88,0.31,0.31,0.840256,0.840256,0.9201280000000001,0.9201280000000001,0.0,0.920128,1.1102230246251565e-16,16
a,p,0.89,0.31,0.31,0.854404,0.854404,0.9272020000000001,0.9272020000000001,0.0,0.927202,1.1102230246251565e-16,16
a,p,0.9,0.31,0.31,0.8684000000000001,0.8684000000000001,0.9342,0.9342,0.0,0.9342,0.0,16
a,p,0.91,0.31,0.31,0.882244,0.882244,0.941122,0.941122,0.0,0.941122,0.0,16
a,p,0.92,0.31,0.31,0.8959360000000001,0.8959360000000001,0.947968,0.947968,0.0,0.947968,0.0,16
a,p,0.93,0.31,0.31,0.9094760000000001,0.9094760000000002,0.9547380000000001,0.9547380000000001,0.0,0.9547380000000001,0.0,16
a,p,0.94,0.31,0.31,0.9228639999999999,0.922864,0.961432,0.9614320000000001,1.1102230246251565e-16,0.961432,0.0,16
a,p,0.95,0.31,0.31,0.9361,0.9361,0.9680500000000001,0.9680500000000001,0.0,0.9680500000000001,0.0,16
a,p,0.96,0.31,0.31,0.949184,0.949184,0.974592,0.974592,0.0,0.974592,0.0,16
a,p,0.97,0.31,0.31,0.962116,0.962116,0.981058,0.981058,0.0,0.981058,0.0,16
a,p,0.98,0.31,0.31,0.974896,0.974896,0.987448,0.987448,0.0,0.987448,0.0,16
a,p,0.99,0.31,0.31,0.987524,0.987524,0.993762,0.993762,0.0,0.993762,0.0,16
a,p,1.0,0.31,0.31,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.0,0.32,0.32,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.01,0.32,0.32,0.987128,0.987128,0.993564,0.993564,0.0,0.9935639999999999,1.1102230246251565e-16,16
a,p,0.02,0.32,0.32,0.9741119999999999,0.974112,0.9870559999999999,0.9870559999999999,0.0,0.9870559999999999,0.0,16
a,p,0.03,0.32,0.32,0.9609519999999999,0.960952,0.9804759999999999,0.980476,1.1102230246251565e-16,0.980476,1.1102230246251565e-16,16
a,p,0.04,0.32,0.32,0.9476479999999999,0.947648,0.973824,0.973824,0.0,0.973824,0.0,16
a,p,0.05,0.32,0.32,0.9341999999999999,0.9341999999999999,0.9671,0.9671,0.0,0.9671,0.0,16
a,p,0.06,0.32,0.32,0.9206079999999999,0.9206079999999999,0.9603039999999999,0.9603039999999999,0.0,0.9603039999999998,1.1102230246251565e-16,16
a,p,0.07,0.32,0.32,0.9068719999999999,0.9068719999999999,0.953436,0.953436,0.0,0.9534359999999998,1.1102230246251565e-16,16
a,p,0.08,0.32,0.32,0.892992,0.892992,0.946496,0.946496,0.0,0.946496,0.0,16
a,p,0.09,0.32,0.32,0.8789680000000001,0.8789680000000001,0.939484,0.939484,0.0,0.939484,0.0,16
a,p,0.1,0.32,0.32,0.8648,0.8648,0.9324,0.9324,0.0,0.9324000000000001,1.1102230246251565e-16,16
a,p,0.11,0.32,0.32,0.850488,0.850488,0.925244,0.925244,0.0,0.925244,0.0,16
a,p,0.12,0.32,0.32,0.836032,0.836032,0.9180159999999999,0.9180159999999999,0.0,0.9180159999999999,0.0,16
